BRAVADO SPICE LLC,,,,,,,,,
General Ledger,,,,,,,,,
"January-December, 2025",,,,,,,,,

,Distribution account,Transaction date,Transaction type,Num,Name,Description,Split,Amount,Balance
,Pass Thru Deduction,01/15/2025,Credit Memo,HEM58899919,KeHE Distributors LLC,HEM58899919 ECom2024.P13 Pass Through Deduction/ HEB Ecomm Fee,12000 Accounts Receivable,74.48,151.34
,Pass Thru Deduction,01/20/2025,Credit Memo,CMF1340112,KeHE Distributors LLC,AMP213996018 AMP202410 Pass Through Deduction/ Albertsons Merchansing Program,12000 Accounts Receivable,37.17,188.51
,Pass Thru Deduction,01/20/2025,Credit Memo,CS002769113,KeHE Distributors LLC,HEM58899919 ECom2024.P13 Pass Through Deduction/ HEB Ecomm Fee,12000 Accounts Receivable,12.98,201.49
,Pass Thru Deduction,01/22/2025,Credit Memo,KP1832818,KeHE Distributors LLC,HEM58899919 ECom2024.P13 Pass Through Deduction/ HEB Ecomm Fee,12000 Accounts Receivable,190.62,392.11
,Pass Thru Deduction,01/23/2025,Credit Memo,AMP214077818,KeHE Distributors LLC,AMP214077818 AMP202411 Passthrough Deduction/ Albertsons Merchandising Program,12000 Accounts Receivable,36.05,428.16
,Pass Thru Deduction,01/24/2025,Credit Memo,FM66872318,KeHE Distributors LLC,FM66872318 S-FT0038016 Pass thru deduction/ Homestore Billing,12000 Accounts Receivable,60.43,488.59
,Pass Thru Deduction,01/24/2025,Credit Memo,FM66973518,KeHE Distributors LLC,FM66973518 S-FT0038338 Pass thru deduction/ Homestore Billing,12000 Accounts Receivable,60.43,549.02
,Pass Thru Deduction,01/24/2025,Credit Memo,PL22125718,KeHE Distributors LLC,PL22125718 Meijer682 Pass thru deduction/ Required Free Fills Meijer Market Stores,12000 Accounts Receivable,96.92,645.94
,Pass Thru Deduction,01/27/2025,Credit Memo,HEM59028719,KeHE Distributors LLC,HEM59028719 Ecom2025.P01 Pass thru deduction/ HEB Ecomm Fee,12000 Accounts Receivable,72.80,718.74
,Pass Thru Deduction,01/27/2025,Credit Memo,HF12309319,KeHE Distributors LLC,HF12309319 Shelf2025.P01 Pass thru deduction/ HEB Shelf Activity Fee,12000 Accounts Receivable,74.99,793.73
,Pass Thru Deduction,01/28/2025,Credit Memo,KK6118919,KeHE Distributors LLC,KK6118919 FY24PD11 Pass through deduction/ Kroger Kompass,12000 Accounts Receivable,46.58,840.31
,Pass Thru Deduction,01/28/2025,Credit Memo,KK612719,KeHE Distributors LLC,KK612719 FY24PD09 Pass through deduction/ Kroger Kompass,12000 Accounts Receivable,46.58,886.89
,Pass Thru Deduction,01/28/2025,Credit Memo,KK6171919,KeHE Distributors LLC,KK6171919 FY24PD12 Pass through deduction/ Kroger Kompass,12000 Accounts Receivable,46.58,933.47
,Pass Thru Deduction,01/28/2025,Credit Memo,KK665919,KeHE Distributors LLC,KK665919 FY24PD10 Pass through deduction/ Kroger Kompass,12000 Accounts Receivable,46.58,980.05
,Pass Thru Deduction,03/07/2025,Expense,,,HF12462319 HEM59286319,"Chase, Checking ...8733",147.70,"1,127.75"
,Pass Thru Deduction,03/15/2025,Expense,,,ED13525541,"Chase, Checking ...8733",122.00,"1,249.75"
,Pass Thru Deduction,04/23/2025,Expense,,KeHE Distributors,Pass through deductions,"Chase, Checking ...8733",347.24,"1,596.99"
,Pass Thru Deduction,04/26/2025,Expense,,KeHE Distributors,PCF368815 KK6278419 KK6333819,"Chase, Checking ...8733",134.72,"1,731.71"
,Pass Thru Deduction,05/02/2025,Expense,,KeHE Distributors,Inv#2525900 AFS15453012	4/25/2025	AFS2025JAN-MAR		Pass through Deduction,"Chase, Checking ...8733",36.35,"1,768.06"
,Pass Thru Deduction,05/23/2025,Expense,,KeHE Distributors,HF12692619 HEM59680319 KK6389619,"Chase, Checking ...8733",218.84,"1,986.90"
,Pass Thru Deduction,07/23/2025,Expense,,KeHE Distributors LLC,Pass thru deduction,"Chase, Checking ...8733",86.44,"2,073.34"
,Pass Thru Deduction,08/15/2025,Expense,,KeHE Distributors LLC,Pass Through Deduction,"Chase, Checking ...8733",439.04,"2,512.38"
,Pass Thru Deduction,09/26/2025,Expense,,,,"Chase, Checking ...8733",231.07,"2,743.45"
,Pass Thru Deduction,10/01/2025,Expense,,KeHEDistributors LLC,KK7659112,"Chase, Checking ...8733",43.22,"2,786.67"
,Pass Thru Deduction,11/29/2025,Expense,,KeHE Distributors LLC,Pass Through Deduction,"Chase, Checking ...8733",511.13,"3,297.80"
Total for Pass Thru Deduction,,,,,,,,"$3,297.80",
QuickBooks Payments Fees,,,,,,,,,
,QuickBooks Payments Fees,01/29/2025,Expense,,QuickBooks Payments,INTUIT * QBooks 109 XXX2720 CCD ID: XXXXXX6346,"Chase, Checking ...8733",19.16,19.16
,QuickBooks Payments Fees,02/04/2025,Expense,,QuickBooks Payments,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",QuickBooks Checking Account,41.15,60.31
,QuickBooks Payments Fees,02/04/2025,Expense,,QuickBooks Payments,INTUIT 38849743 TRAN FEE XXXXXXXXXXX0981 CCD ID: XXXXXX6202,"Chase, Checking ...8733",5.51,65.82
,QuickBooks Payments Fees,11/14/2025,Expense,,QuickBooks Payments,ORIG CO NAME: INTUIT 28516623 ORIG ID:XXXXXX6202 DESC DATE:251113 CO ENTRY DESCR:TRAN FEE SEC:CCD TRACE#:XXXXXXXX1767432 EED:251113 IND ID:XXXXXXXX5730981 IND NA ME:BRAVADO SPICE LLC TRN: XXXXXX7432 TC,11200 Chase Checking 5189,95.44,161.26
,QuickBooks Payments Fees,11/20/2025,Expense,,QuickBooks Payments,ORIG CO NAME: INTUIT 43513413 ORIG ID:XXXXXX6202 DESC DATE:251119 CO ENTRY DESCR:TRAN FEE SEC:CCD TRACE#:XXXXXXXX5496554 EED:251119 IND ID:XXXXXXXX5730981 IND NA ME:BRAVADO SPICE LLC TRN: XXXXXX6554 TC,11200 Chase Checking 5189,22.15,183.41
Total for QuickBooks Payments Fees,,,,,,,,$183.41,
Spoilage Allowance,,,,,,,,,
,Spoilage Allowance,01/06/2025,Credit Memo,CS002732801,KeHE Distributors LLC,CS002732801 2909903 Customer Spoils Allowance,12000 Accounts Receivable,0.48,0.48
,Spoilage Allowance,01/06/2025,Credit Memo,CS002737841,KeHE Distributors LLC,CS002737841 9372938 Customer Spoils Allowance,12000 Accounts Receivable,10.30,10.78
,Spoilage Allowance,01/06/2025,Credit Memo,CS002739353,KeHE Distributors LLC,CS002739353 8779145 Customer Spoils Allowance,12000 Accounts Receivable,5.52,16.30
,Spoilage Allowance,01/06/2025,Credit Memo,CS002745602,KeHE Distributors LLC,CS002745602 161849 Customer Spoils Allowance,12000 Accounts Receivable,0.94,17.24
,Spoilage Allowance,01/13/2025,Credit Memo,CS002750067,KeHE Distributors LLC,CS002750067 9752050 Customer Spoils Allowance,12000 Accounts Receivable,1.02,18.26
,Spoilage Allowance,01/13/2025,Credit Memo,CS002752567,KeHE Distributors LLC,CS002752567 381620 Customer Spoils Allowance,12000 Accounts Receivable,10.36,28.62
,Spoilage Allowance,01/13/2025,Credit Memo,CS002754138,KeHE Distributors LLC,CS002754138 3666701 Customer Spoils Allowance,12000 Accounts Receivable,8.22,36.84
,Spoilage Allowance,01/13/2025,Credit Memo,CS002760530,KeHE Distributors LLC,CS002760530 3994075 Customer Spoils Allowance,12000 Accounts Receivable,1.18,38.02
,Spoilage Allowance,01/16/2025,Credit Memo,PCF297415,KeHE Distributors LLC,CS002760530 3994075 Customer Spoils Allowance,12000 Accounts Receivable,39.00,77.02
,Spoilage Allowance,01/17/2025,Credit Memo,BGF34330319,KeHE Distributors LLC,CS002754138 3666701 Customer Spoils Allowance,12000 Accounts Receivable,37.02,114.04
,Spoilage Allowance,01/17/2025,Credit Memo,MF143961,KeHE Distributors LLC,CS002750067 9752050 Customer Spoils Allowance,12000 Accounts Receivable,35.98,150.02
,Spoilage Allowance,01/27/2025,Credit Memo,CS002778463,KeHE Distributors LLC,CS002778463 9671075 Customer Spoils Allowance,12000 Accounts Receivable,0.95,150.97
,Spoilage Allowance,01/27/2025,Credit Memo,CS002780017,KeHE Distributors LLC,CS002780017 9639532 Customer Spoils Allowance,12000 Accounts Receivable,1.56,152.53
,Spoilage Allowance,01/27/2025,Credit Memo,CS002782567,KeHE Distributors LLC,CS002782567 7027901 Customer Spoils Allowance,12000 Accounts Receivable,15.36,167.89
,Spoilage Allowance,01/27/2025,Credit Memo,CS002784150,KeHE Distributors LLC,CS002784150 4791864 Customer Spoils Allowance,12000 Accounts Receivable,5.52,173.41
,Spoilage Allowance,02/03/2025,Credit Memo,CS002797528,KeHE Distributors LLC,CS002797528 3554049 Customer Spoils Allowance,12000 Accounts Receivable,11.12,184.53
,Spoilage Allowance,02/03/2025,Credit Memo,CS002799073,KeHE Distributors LLC,CS002799073 7669859 Customer Spoils Allowance,12000 Accounts Receivable,4.14,188.67
,Spoilage Allowance,02/03/2025,Credit Memo,CS002805409,KeHE Distributors LLC,CS002805409 1448294 Customer Spoils Allowance,12000 Accounts Receivable,0.71,189.38
,Spoilage Allowance,03/07/2025,Expense,,,CS002858958 CS002857397 CS002854857,"Chase, Checking ...8733",25.12,214.50
,Spoilage Allowance,03/14/2025,Deposit,,,CS002869767 CS002873893,"Chase, Checking ...8733",-16.91,197.59
,Spoilage Allowance,04/23/2025,Expense,,KeHE Distributors,Spoilage,"Chase, Checking ...8733",26.47,224.06
,Spoilage Allowance,05/02/2025,Expense,,KeHE Distributors,Inv#2525900 CS002978920	4/28/2025	1656070		Customer Spoils Allowance,"Chase, Checking ...8733",11.30,235.36
,Spoilage Allowance,05/23/2025,Expense,,KeHE Distributors,CS002988330 CS002989915 CS002994080 CS003009225 CS003005122 CS003024379,"Chase, Checking ...8733",23.34,258.70
,Spoilage Allowance,07/23/2025,Expense,,KeHE Distributors LLC,Customer Spoils Allowance,"Chase, Checking ...8733",71.96,330.66
,Spoilage Allowance,08/15/2025,Expense,,KeHE Distributors LLC,Customer Spoils Allowance,"Chase, Checking ...8733",18.55,349.21
,Spoilage Allowance,09/26/2025,Expense,,,,"Chase, Checking ...8733",36.96,386.17
,Spoilage Allowance,10/01/2025,Expense,,KeHEDistributors LLC,CS003309758 CS003313966,"Chase, Checking ...8733",4.70,390.87
,Spoilage Allowance,11/29/2025,Expense,,KeHE Distributors LLC,Customer Spoils Allowance,"Chase, Checking ...8733",47.00,437.87
Total for Spoilage Allowance,,,,,,,,$437.87,
Swell Discount,,,,,,,,,
,Swell Discount,01/07/2025,Credit Memo,AM111833312,KeHE Distributors LLC,AM111833312 AMP202409 Chargebacks/ Albertsons Merchandising Program,12000 Accounts Receivable,37.01,37.01
,Swell Discount,01/07/2025,Credit Memo,AM311382925,KeHE Distributors LLC,AM311382925 AMP202409 Chargebacks/ Albertsons Merchandising Program,12000 Accounts Receivable,53.30,90.31
,Swell Discount,01/07/2025,Credit Memo,AMP083198719,KeHE Distributors LLC,Swell AllowanceAMP083198719 AMP202409 Chargebacks/ Albertsons Merchandising Program,12000 Accounts Receivable,36.11,126.42
,Swell Discount,01/07/2025,Credit Memo,SWN13693241,KeHE Distributors LLC,SWN13693241 330010625 Scans / Safeway Scan Invoice,12000 Accounts Receivable,143.80,270.22
,Swell Discount,01/07/2025,Credit Memo,SWN84073333,KeHE Distributors LLC,SWN84073333 330010625 Scans / Safeway Scan Invoice,12000 Accounts Receivable,40.08,310.30
,Swell Discount,01/13/2025,Credit Memo,AM111887012,KeHE Distributors LLC,AM111887012 AMP202410 Chargebacks/ Albertsons Merchandising Program,12000 Accounts Receivable,37.01,347.31
,Swell Discount,01/13/2025,Credit Memo,AMP083304319,KeHE Distributors LLC,AMP083304319 AMP202410 Chargebacks/ Albertsons Merchandising Program,12000 Accounts Receivable,37.98,385.29
,Swell Discount,01/14/2025,Credit Memo,24687756,KeHE Distributors LLC,24687756 MARKDOWNS ImageIt,12000 Accounts Receivable,4.38,389.67
,Swell Discount,01/14/2025,Credit Memo,24689623,KeHE Distributors LLC,24689623 SPOILS ImageIt,12000 Accounts Receivable,35.88,425.55
,Swell Discount,01/14/2025,Credit Memo,AM311472525,KeHE Distributors LLC,AM311472525 AMP202410 Chargebacks/ Albertsons Merchandising Program,12000 Accounts Receivable,45.91,471.46
,Swell Discount,01/15/2025,Credit Memo,VR11605325,KeHE Distributors LLC,VR11605325  Chargebacks/ Vendor Return Warehouse Credit Invoice,12000 Accounts Receivable,"2,720.85","3,192.31"
,Swell Discount,01/17/2025,Credit Memo,AFS15292912,KeHE Distributors LLC,AMP083304319 AMP202410 Chargebacks/ Albertsons Merchandising Program,12000 Accounts Receivable,96.65,"3,288.96"
,Swell Discount,01/20/2025,Credit Memo,CS002762462,KeHE Distributors LLC,VR11605325  Chargebacks/ Vendor Return Warehouse Credit Invoice,12000 Accounts Receivable,0.72,"3,289.68"
,Swell Discount,01/20/2025,Credit Memo,CS002763509,KeHE Distributors LLC,AM111887012 AMP202410 Chargebacks/ Albertsons Merchandising Program,12000 Accounts Receivable,0.47,"3,290.15"
,Swell Discount,01/20/2025,Credit Memo,CS002765026,KeHE Distributors LLC,AM311472525 AMP202410 Chargebacks/ Albertsons Merchandising Program,12000 Accounts Receivable,1.53,"3,291.68"
,Swell Discount,01/20/2025,Credit Memo,CS002767532,KeHE Distributors LLC,24687756 MARKDOWNS ImageIt,12000 Accounts Receivable,5.68,"3,297.36"
,Swell Discount,01/20/2025,Credit Memo,CS002775486,KeHE Distributors LLC,24689623 SPOILS ImageIt,12000 Accounts Receivable,0.71,"3,298.07"
,Swell Discount,01/22/2025,Credit Memo,MN14573018,KeHE Distributors LLC,AM311472525 AMP202410 Chargebacks/ Albertsons Merchandising Program,12000 Accounts Receivable,"1,282.91","4,580.98"
,Swell Discount,01/22/2025,Credit Memo,VR11640541,KeHE Distributors LLC,VR11605325  Chargebacks/ Vendor Return Warehouse Credit Invoice,12000 Accounts Receivable,"3,345.12","7,926.10"
,Swell Discount,01/23/2025,Credit Memo,AM111939712,KeHE Distributors LLC,AM111939712 AMP202411 Chargebacks/ Albertsons Merchandising Program,12000 Accounts Receivable,35.51,"7,961.61"
,Swell Discount,01/23/2025,Credit Memo,AMP083408619,KeHE Distributors LLC,AMP083408619 AMP202411 Chargebacks/ Albertsons Merchandising Program,12000 Accounts Receivable,35.17,"7,996.78"
,Swell Discount,01/30/2025,Credit Memo,SLF835119,KeHE Distributors LLC,SLF835119 SLF2025.P09,12000 Accounts Receivable,202.68,"8,199.46"
,Swell Discount,01/31/2025,Credit Memo,RDF16213119,KeHE Distributors LLC,RDF16213119 RDF2025.P09 Ready Date Non-Compliance,12000 Accounts Receivable,150.00,"8,349.46"
,Swell Discount,02/05/2025,Credit Memo,VR11706819,KeHE Distributors LLC,VR11706819  Vendor Return Warehouse Credit Invoice,12000 Accounts Receivable,"1,806.31","10,155.77"
,Swell Discount,02/07/2025,Expense,,,,11200 Chase Checking 5189,"1,187.52","11,343.29"
,Swell Discount,02/28/2025,Credit Memo,022825_2305.27,KeHE Distributors LLC,variances,12000 Accounts Receivable,"2,102.32","13,445.61"
,Swell Discount,03/06/2025,Invoice,1040035-a,Jungle Jim's International Market | Fairfield,Two Damaged Bottles Pineapple & Jalapeño 35oz Margarita Mix,12000 Accounts Receivable,18.00,"13,463.61"
,Swell Discount,03/07/2025,Expense,,,RDF16219019 RDF15910012 RDF16335618 AM03240134 ACR535725,"Chase, Checking ...8733",491.88,"13,955.49"
,Swell Discount,03/07/2025,Deposit,,,variance,"Chase, Checking ...8733",-126.90,"13,828.59"
,Swell Discount,03/14/2025,Deposit,,,RPVR11036433,"Chase, Checking ...8733",-356.73,"13,471.86"
,Swell Discount,03/14/2025,Deposit,,,variance,"Chase, Checking ...8733",33.82,"13,505.68"
,Swell Discount,03/15/2025,Expense,,,variance,"Chase, Checking ...8733",80.81,"13,586.49"
,Swell Discount,04/04/2025,Expense,,Buc-ee's,250327173282,11200 Chase Checking 5189,19.98,"13,606.47"
,Swell Discount,04/23/2025,Expense,,KeHE Distributors,,"Chase, Checking ...8733",811.40,"14,417.87"
,Swell Discount,04/23/2025,Expense,,KeHE Distributors,variance,"Chase, Checking ...8733","3,380.10","17,797.97"
,Swell Discount,04/26/2025,Expense,,KeHE Distributors,ACR469912 MF150851,"Chase, Checking ...8733",70.38,"17,868.35"
,Swell Discount,04/26/2025,Expense,,KeHE Distributors,variance,"Chase, Checking ...8733",47.40,"17,915.75"
,Swell Discount,05/02/2025,Expense,,KeHE Distributors,Inv#2525900 ACR1335318	4/25/2025	Jewel2025.01		In store credits,"Chase, Checking ...8733",133.77,"18,049.52"
,Swell Discount,05/02/2025,Expense,,KeHE Distributors,Inv#2525900 variance in payment check#1188835 vs Invoice,"Chase, Checking ...8733",67.65,"18,117.17"
,Swell Discount,05/21/2025,Bill,PO-677761-A,Specialty Bottling Group,9083DED,31000 Accounts Payable,613.02,"18,730.19"
,Swell Discount,05/23/2025,Expense,,KeHE Distributors,MN364804818 HB444819 HB504819 PL42200012 BG21584619,"Chase, Checking ...8733",447.44,"19,177.63"
,Swell Discount,05/23/2025,Expense,,KeHE Distributors,VR12111715 VR12157518Chargebacks/ Vendor Return/ Vendor Return Warehouse Credit,"Chase, Checking ...8733","5,599.58","24,777.21"
,Swell Discount,05/23/2025,Expense,,KeHE Distributors,variance,"Chase, Checking ...8733",459.22,"25,236.43"
,Swell Discount,06/06/2025,Expense,,Buc-ee's,05/27/2025 61 Cr-BRV00944,11200 Chase Checking 5189,53.88,"25,290.31"
,Swell Discount,06/23/2025,Expense,,John Henry's Food Products,variance in Invoice 79723 payment vs PO-677768,11200 Chase Checking 5189,2.76,"25,293.07"
,Swell Discount,07/23/2025,Expense,,KeHE Distributors LLC,VR12264712 QT1814318 0352688 AM112406512 0354007 MF157801,"Chase, Checking ...8733","3,515.18","28,808.25"
,Swell Discount,07/23/2025,Expense,,KeHE Distributors LLC,variance in invoice vs payment,"Chase, Checking ...8733",405.96,"29,214.21"
,Swell Discount,08/15/2025,Expense,,KeHE Distributors LLC,Chargebacks Reclamation Reclamation BRV01099IA In Store Credits ImageIt,"Chase, Checking ...8733","1,807.21","31,021.42"
,Swell Discount,08/15/2025,Expense,,KeHE Distributors LLC,payment vs invoice variance,"Chase, Checking ...8733",415.46,"31,436.88"
,Swell Discount,09/26/2025,Expense,,,,"Chase, Checking ...8733","1,019.12","32,456.00"
,Swell Discount,09/26/2025,Expense,,,,"Chase, Checking ...8733",408.32,"32,864.32"
,Swell Discount,10/01/2025,Expense,,KeHEDistributors LLC,9164962IA,"Chase, Checking ...8733",519.94,"33,384.26"
,Swell Discount,10/01/2025,Deposit,,KeHEDistributors LLC,variance in kehe payment and QBO,"Chase, Checking ...8733",-459.45,"32,924.81"
,Swell Discount,11/29/2025,Expense,,KeHE Distributors LLC,Scans Reclamation ImageIt ImageIt Chargebacks,"Chase, Checking ...8733","1,023.12","33,947.93"
,Swell Discount,11/29/2025,Expense,,KeHE Distributors LLC,Invoice vs QBO variance,"Chase, Checking ...8733",181.51,"34,129.44"
,Swell Discount,12/26/2025,Invoice,BRV01344,KeHE Distributors LLC,Swell Allowance & Charges,12000 Accounts Receivable,407.04,"34,536.48"
Total for Swell Discount,,,,,,,,"$34,536.48",
Total for 71000 Cost of Sales (COS) with sub-accounts,,,,,,,,"$314,138.87",
Cost of Goods Sold,,,,,,,,,
,Cost of Goods Sold,01/08/2025,Invoice,1027368,Jungle Jim's International Market | Eastgate,Aka Miso Ghost-Reaper / 12 Pack / 5 OZ / 5 OZ,12000 Accounts Receivable,51.84,51.84
,Cost of Goods Sold,01/08/2025,Invoice,1027368,Jungle Jim's International Market | Eastgate,Aka Miso Ghost-Reaper 1 Bottle Breakage,12000 Accounts Receivable,25.92,77.76
,Cost of Goods Sold,01/13/2025,Invoice,2130084678,Little Kitchen HTX,Arbol Chili & Garlic / 12 Pack / 5 OZ,12000 Accounts Receivable,17.50,95.26
,Cost of Goods Sold,01/31/2025,Invoice,7587853,Spec's Liquor Stores,Arbol Chili & Garlic / 12 Pack / 5 OZ,12000 Accounts Receivable,87.50,182.76
,Cost of Goods Sold,01/31/2025,Journal Entry,AJE-351,,To zeroed out Cost of Goods Sold Account ftm of January 2025,,-182.76,$0.00
,Cost of Goods Sold,02/03/2025,Invoice,85056,Bering's 2 | Bissonnet,Arbol Chili & Garlic / 12 Pack / 5 OZ,12000 Accounts Receivable,17.50,17.50
,Cost of Goods Sold,02/13/2025,Invoice,113491,Hot Shots Distribution,Aka Miso Ghost-Reaper / 12 Pack / 5 OZ / 5 OZ,12000 Accounts Receivable,622.08,639.58
,Cost of Goods Sold,02/13/2025,Invoice,113491,Hot Shots Distribution,Arbol Chili & Garlic / 12 Pack / 5 OZ,12000 Accounts Receivable,39.26,678.84
,Cost of Goods Sold,02/25/2025,Invoice,BL2503170,American Heritage GmbH & Co. KG,Aka Miso Ghost-Reaper / 12 Pack / 5 OZ / 5 OZ,12000 Accounts Receivable,181.44,860.28
,Cost of Goods Sold,02/25/2025,Invoice,BL2503170,American Heritage GmbH & Co. KG,Arbol Chili & Garlic / 12 Pack / 5 OZ,12000 Accounts Receivable,9.06,869.34
,Cost of Goods Sold,02/28/2025,Journal Entry,AJE-358,,To zeroed out Cost of Goods Sold Account ftm of February 2025,,-869.34,$0.00
,Cost of Goods Sold,03/06/2025,Invoice,1040035-a,Jungle Jim's International Market | Fairfield,Aka Miso Ghost-Reaper / 12 Pack / 5 OZ / 5 OZ,12000 Accounts Receivable,51.84,51.84
,Cost of Goods Sold,03/13/2025,Invoice,SO-2130084737,The Omega Grill,Arbol Chili & Garlic / 12 Pack / 5 OZ,12000 Accounts Receivable,3.02,54.86
,Cost of Goods Sold,03/26/2025,Invoice,2130084751,Little Kitchen HTX,Aka Miso Ghost-Reaper / 12 Pack / 5 OZ / 5 OZ,12000 Accounts Receivable,25.92,80.78
,Cost of Goods Sold,03/26/2025,Invoice,2130084751,Little Kitchen HTX,Arbol Chili & Garlic / 12 Pack / 5 OZ,12000 Accounts Receivable,1.51,82.29
,Cost of Goods Sold,03/31/2025,Journal Entry,AJE-395,,To zeroed out Cost of Goods Sold Account ftm of March 2025,,-82.29,$0.00
,Cost of Goods Sold,04/17/2025,Invoice,041725,Grill Masters Club,4-Pack Hot Sauce Set / 6 Pack,12000 Accounts Receivable,574.80,574.80
,Cost of Goods Sold,04/21/2025,Invoice,7803834,Spec's Liquor Stores,Arbol Chili & Garlic / 12 Pack / 5 OZ,12000 Accounts Receivable,4.53,579.33
,Cost of Goods Sold,04/30/2025,Journal Entry,AJE-408,,To zeroed out Cost of Goods Sold Account ftm of April 2025,,-579.33,$0.00
,Cost of Goods Sold,05/08/2025,Invoice,PO-2619,Thorp Fruit and Antique Mall,Aka Miso Ghost-Reaper / 12 Pack / 5 OZ / 5 OZ,12000 Accounts Receivable,103.68,103.68
,Cost of Goods Sold,05/20/2025,Invoice,2130084787,Aramark Healthcare+ | Plano,Arbol Chili & Garlic / 12 Pack / 5 OZ,12000 Accounts Receivable,3.02,106.70
,Cost of Goods Sold,05/27/2025,Invoice,BRV00991,Buc-ee's Ltd:Buc-ees 17 Luling TX,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,19.81,126.51
,Cost of Goods Sold,05/27/2025,Invoice,BRV00991,Buc-ee's Ltd:Buc-ees 17 Luling TX,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,20.40,146.91
,Cost of Goods Sold,05/27/2025,Invoice,BRV00991,Buc-ee's Ltd:Buc-ees 17 Luling TX,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,19.38,166.29
,Cost of Goods Sold,05/27/2025,Invoice,BRV00991,Buc-ee's Ltd:Buc-ees 17 Luling TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,36.49,202.78
,Cost of Goods Sold,05/27/2025,Invoice,BRV00995,Buc-ee's Ltd:Buc-ees 30 Wharton TX,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,29.07,231.85
,Cost of Goods Sold,05/27/2025,Invoice,BRV00995,Buc-ee's Ltd:Buc-ees 30 Wharton TX,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,9.91,241.76
,Cost of Goods Sold,05/27/2025,Invoice,BRV00992,Buc-ee's Ltd:Buc-ees 22 New Braunfels TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,12.16,253.92
,Cost of Goods Sold,05/27/2025,Invoice,BRV00992,Buc-ee's Ltd:Buc-ees 22 New Braunfels TX,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,9.91,263.83
,Cost of Goods Sold,05/27/2025,Invoice,BRV00992,Buc-ee's Ltd:Buc-ees 22 New Braunfels TX,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,48.45,312.28
,Cost of Goods Sold,05/27/2025,Invoice,BRV00996,Buc-ee's Ltd:Buc-ees 33 Texas City TX,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,20.40,332.68
,Cost of Goods Sold,05/27/2025,Invoice,BRV00996,Buc-ee's Ltd:Buc-ees 33 Texas City TX,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,19.38,352.06
,Cost of Goods Sold,05/27/2025,Invoice,BRV00996,Buc-ee's Ltd:Buc-ees 33 Texas City TX,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,9.91,361.97
,Cost of Goods Sold,05/27/2025,Invoice,BRV00996,Buc-ee's Ltd:Buc-ees 33 Texas City TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,24.33,386.30
,Cost of Goods Sold,05/28/2025,Invoice,BRV00976,Buc-ee's Ltd:Buc-ees 63 Brunswick GA,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,163.20,549.50
,Cost of Goods Sold,05/28/2025,Invoice,BRV00976,Buc-ee's Ltd:Buc-ees 63 Brunswick GA,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,155.05,704.55
,Cost of Goods Sold,05/28/2025,Invoice,BRV00976,Buc-ee's Ltd:Buc-ees 63 Brunswick GA,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,194.62,899.17
,Cost of Goods Sold,05/28/2025,Invoice,BRV00976,Buc-ee's Ltd:Buc-ees 63 Brunswick GA,Serrano & Basil / 6 Pack / 5 OZ,12000 Accounts Receivable,118.86,"1,018.03"
,Cost of Goods Sold,05/28/2025,Invoice,BRV00976,Buc-ee's Ltd:Buc-ees 63 Brunswick GA,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,20.40,"1,038.43"
,Cost of Goods Sold,05/28/2025,Invoice,BRV00977,Buc-ee's Ltd:Buc-ees 69 Rockingham VA,Ghost Pepper & Blueberry / 5 OZ / 6 Pack,12000 Accounts Receivable,183.60,"1,222.03"
,Cost of Goods Sold,05/28/2025,Invoice,BRV00977,Buc-ee's Ltd:Buc-ees 69 Rockingham VA,Arbol Chili & Garlic  / 6 Pack / 5 OZ,12000 Accounts Receivable,155.05,"1,377.08"
,Cost of Goods Sold,05/28/2025,Invoice,BRV00977,Buc-ee's Ltd:Buc-ees 69 Rockingham VA,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,194.62,"1,571.70"
